Symbol,Company,Industry
INST,Instructure Inc,Internet Software & Services
INTC,Intel Corporation,Semiconductors & Semiconductor Equipment
INTT,inTEST Corporation,Semiconductors & Semiconductor Equipment
INTU,Intuit Inc.,Software
INTZ,Intrusion Inc.,Software
INUV,Inuvo Inc,Internet Software & Services
INVC,Innovative Card Technologies Inc.,"Electronic Equipment, Instruments & Components"
INVE,Identiv Inc,"Electronic Equipment, Instruments & Components"
INVI,"Integral Vision, Inc.","Electronic Equipment, Instruments & Components"
INVT,Inventergy Global Inc,Communications Equipment
INVU,Investview Inc,Internet Software & Services
INXN,InterXion Holding NV,IT Services
IOTS,Adesto Technologies Corp,Semiconductors & Semiconductor Equipment
IPAS,iPass Inc.,Internet Software & Services
IPDN,Professional Diversity Network Inc,Internet Software & Services
IPGP,IPG Photonics Corporation,"Electronic Equipment, Instruments & Components"
IPHI,Inphi Corporation,Semiconductors & Semiconductor Equipment
IPLY,Interplay Entertainment Corp,Software
IPTK,AS-IP Tech Inc,Software
IPUB,indiePub Entertainment Inc,Software
ISDR,Issuer Direct Corp,Internet Software & Services
ISEYF,WI2WI CORP COM,Communications Equipment
ISGN,Isign Solutions Inc,Software
ISNS,"Image Sensing Systems, Inc.","Electronic Equipment, Instruments & Components"
ISYRF,INTRINSYC TECHNOLOGIES CORP,Software
IT,Gartner Inc,IT Services
ITCC,Inspro Technologies Corp,Internet Software & Services
ITI,Iteris Inc,"Electronic Equipment, Instruments & Components"
ITLI,"Intelligentias, Inc.",Software
ITMSF,INTERMAP TECHNOLOGIES CORP,Internet Software & Services
ITNS,ITonis Inc,Internet Software & Services
ITRI,"Itron, Inc.","Electronic Equipment, Instruments & Components"
ITRN,Ituran Location and Control Ltd. (US),Communications Equipment
ITUS,ITUS Corp,"Technology Hardware, Storage & Peripherals"
IVAC,"Intevac, Inc.","Technology Hardware, Storage & Peripherals"
IVDA,Iveda Solutions Inc,Internet Software & Services
IWSY,Imageware Systems Inc,Software
IZEA,Izea Inc,Internet Software & Services
JACO,"Jaco Electronics, Inc.","Electronic Equipment, Instruments & Components"
JASO,"JA Solar Holdings Co., Ltd. (ADR)",Semiconductors & Semiconductor Equipment
JBL,Jabil Inc,"Electronic Equipment, Instruments & Components"
JCDAF,Jacada Ltd.,Internet Software & Services
JCOM,J2 Global Inc,Internet Software & Services
JCS,"Communications Systems, Inc.",Communications Equipment
JKHY,"Jack Henry & Associates, Inc.",IT Services
JKS,"JinkoSolar Holding Co., Ltd.",Semiconductors & Semiconductor Equipment
JMU,JMU Ltd- ADR,Internet Software & Services
JNPR,"Juniper Networks, Inc.",Communications Equipment
JPOTF,Jackpot Digital Inc,Software
JRJC,China Finance Online Co. (ADR),Internet Software & Services
JTPY,Jetpay Corp,IT Services
KE,Kimball Electronics Inc,"Electronic Equipment, Instruments & Components"
KEM,KEMET Corporation,"Electronic Equipment, Instruments & Components"
KEYS,Keysight Technologies Inc,"Electronic Equipment, Instruments & Components"
KIWB,Kiwibox.com Inc,Internet Software & Services
KLAC,KLA-Tencor Corp,Semiconductors & Semiconductor Equipment
KLIC,Kulicke and Soffa Industries Inc.,Semiconductors & Semiconductor Equipment
KLMK,"Klever Marketing, Inc.",Software
KMAG,"KMA Global Solutions International, Inc.","Electronic Equipment, Instruments & Components"
KN,Knowles Corp,"Electronic Equipment, Instruments & Components"
KNMCY,Konami Holdings Corp (ADR),Software
KODK,Eastman Kodak Company,"Technology Hardware, Storage & Peripherals"
KONE,Kingtone Wirelessinfo Solutions Hldg Ltd,Software
KOPN,Kopin Corporation,Semiconductors & Semiconductor Equipment
KPIFF,EDGEWATER WIRELESS SYSTEMS,Communications Equipment
KTCC,Key Tronic Corporation,"Electronic Equipment, Instruments & Components"
KVHI,"KVH Industries, Inc.",Communications Equipment
KXSCF,KINAXIS INC,Software
KYO,Kyocera Corp (ADR),"Electronic Equipment, Instruments & Components"
LCTC,Lifeloc Technologies Inc,"Electronic Equipment, Instruments & Components"
LDKYQ,"LDK Solar Co., Ltd (ADR)",Semiconductors & Semiconductor Equipment
LDOS,Leidos Holdings Inc,IT Services
LEDS,SemiLEDs Corporation,Semiconductors & Semiconductor Equipment
LEJU,Leju Holdings Ltd (ADR),Internet Software & Services
LFDEF,URTHECAST CORP,Internet Software & Services
LFGR,Leaf Group Ltd,Internet Software & Services
LFUS,"Littelfuse, Inc.","Electronic Equipment, Instruments & Components"
LGL,LGL Group Inc,"Electronic Equipment, Instruments & Components"
LINK,Interlink Electronics Inc,"Electronic Equipment, Instruments & Components"
LIQDQ,Liquid Holdings Group Inc,Software
LITE,Lumentum Holdings Inc,Communications Equipment
LIVC,Live Current Media Inc.,Internet Software & Services
LKM,Link Motion Inc (ADR),Software
LKST,Looksmart Group Inc,Internet Software & Services
LLNW,"Limelight Networks, Inc.",Internet Software & Services
LN,Line Corp (ADR),Software
LNVGY,Lenovo Group Limited (ADR),"Technology Hardware, Storage & Peripherals"
LOCMQ,Local Corp,Internet Software & Services
LOGG,Lifelogger Technologies Corp,Software
LOGI,Logitech International SA (USA),"Technology Hardware, Storage & Peripherals"
LOGM,LogMeIn Inc,Internet Software & Services
LPL,LG Display Co Ltd. (ADR),"Electronic Equipment, Instruments & Components"
LPSIF,LEGEND POWER SYSTEMS INC,"Electronic Equipment, Instruments & Components"
LPSN,"LivePerson, Inc.",Internet Software & Services
LPTH,"LightPath Technologies, Inc.","Electronic Equipment, Instruments & Components"
LQDT,"Liquidity Services, Inc.",Internet Software & Services
LRAD,LRAD Corp,"Electronic Equipment, Instruments & Components"
LRCX,Lam Research Corporation,Semiconductors & Semiconductor Equipment
LSCC,Lattice Semiconductor Corp,Semiconductors & Semiconductor Equipment
LSYN,Liberated Syndication Inc,Internet Software & Services
LTRX,Lantronix Inc,Communications Equipment
LTTC,Lattice Inc.,IT Services
LUNA,Luna Innovations Incorporated,"Electronic Equipment, Instruments & Components"
LXFT,Luxoft Holding Inc,IT Services
MA,Mastercard Inc,IT Services
MACE,"Mace Security International, Inc.","Electronic Equipment, Instruments & Components"
MAGS,Magal Security Systems Ltd. (USA),"Electronic Equipment, Instruments & Components"
MAMS,MAM Software Group Inc.,Software
MANH,"Manhattan Associates, Inc.",Software
MANT,Mantech International Corp,IT Services
MANY,Plures Technologies Inc,Semiconductors & Semiconductor Equipment
MARK,Remark Holdings Inc,Internet Software & Services
MATR,Mattersight Corp,IT Services
MAXD,Max Sound Corp,Software
MB,MINDBODY Inc,Internet Software & Services
MBBYF,Mobileye BV,Software
MBIT,MobileBits Holdings Corp.,Internet Software & Services
MCHP,Microchip Technology Inc.,Semiconductors & Semiconductor Equipment
MCHX,"Marchex, Inc.",Internet Software & Services
MDDD,Makism 3D Corp,"Technology Hardware, Storage & Peripherals"
MDSYF,Modsys International Ltd,IT Services
MECVF,MEDIAGRIF INTERACTIVE TECHNOL COM,Internet Software & Services
MEDH,MedX Holdings Inc,Internet Software & Services
MEDT,Mediatechnics Corporation,Software
MEET,Meet Group Inc,Internet Software & Services
MEI,Methode Electronics Inc.,"Electronic Equipment, Instruments & Components"
MELI,Mercadolibre Inc,Internet Software & Services
MFCO,"Microwave Filter Co., Inc",Communications Equipment
MFON,Mobivity Holdings Corp,Internet Software & Services
MGI,Moneygram International Inc,IT Services
MGIC,Magic Software Enterprises Ltd,Software
MIME,Mimecast Ltd,Internet Software & Services
MITK,"Mitek Systems, Inc.",Software
MITL,Mitel Networks Corp,Communications Equipment
MIXT,MiX Telematics Ltd - ADR,Internet Software & Services
MJCO,Majesco,Software
MKSI,"MKS Instruments, Inc.",Semiconductors & Semiconductor Equipment
MKTY,Mechanical Technology Inc.,"Electronic Equipment, Instruments & Components"
MLAB,"Mesa Laboratories, Inc.","Electronic Equipment, Instruments & Components"
MLNX,"Mellanox Technologies, Ltd.",Semiconductors & Semiconductor Equipment
MMS,"MAXIMUS, Inc.",IT Services
MNDO,MIND C.T.I. Ltd.,Software
MOBL,Mobileiron Inc,Software
MOBO,Mobile Lads Corp,Internet Software & Services
MODN,Model N Inc,Software
MOMO,Momo Inc (ADR),Internet Software & Services
MOMT,MoneyOnMobile Inc,IT Services
MOST,MobileSmith Inc,Internet Software & Services
MOSY,MoSys Inc.,Semiconductors & Semiconductor Equipment
MOXC,Moxian Inc,Internet Software & Services
MPAD,"Micropac Industries, Inc.","Electronic Equipment, Instruments & Components"
MPAY,Mobetize Corp,Software
MPWR,"Monolithic Power Systems, Inc.",Semiconductors & Semiconductor Equipment
MRAM,Everspin Technologies Inc,Semiconductors & Semiconductor Equipment
MRIN,Marin Software Inc,Internet Software & Services
MRNJ,Metatron Inc,Internet Software & Services
MRVL,Marvell Technology Group Ltd.,Semiconductors & Semiconductor Equipment
MSCC,Microsemi Corporation,Semiconductors & Semiconductor Equipment
MSFT,Microsoft Corporation,Software
MSI,Motorola Solutions Inc,Communications Equipment
MSTR,MicroStrategy Incorporated,Software
MTCH,Match Group Inc,Internet Software & Services
MTLK,Metalink Ltd,Semiconductors & Semiconductor Equipment
MTLS,Materialise NV (ADR),Software
MTRO,"Metro One Development, Inc.","Electronic Equipment, Instruments & Components"
MTSC,MTS Systems Corporation,"Electronic Equipment, Instruments & Components"
MTSI,MACOM Technology Solutions Holdings Inc,Semiconductors & Semiconductor Equipment
MTSL,MER Telemanagement Solutions Ltd.,Communications Equipment
MTWO,Troika Media Group Inc,Internet Software & Services
MU,"Micron Technology, Inc.",Semiconductors & Semiconductor Equipment
MULE,Mulesoft Inc,Internet Software & Services
MVEN,Themaven Inc,Internet Software & Services
MVIS,"Microvision, Inc.","Electronic Equipment, Instruments & Components"
MWIS,"m-Wise, Inc.",Software
MX,Magnachip Semiconductor Corp,Semiconductors & Semiconductor Equipment
MXIM,Maxim Integrated Products Inc.,Semiconductors & Semiconductor Equipment
MXL,"MaxLinear, Inc.",Semiconductors & Semiconductor Equipment
MXWL,Maxwell Technologies Inc.,"Electronic Equipment, Instruments & Components"
MYEC,MEC Inc,IT Services
MYRY,Myriad Interactive Media Inc,Internet Software & Services
MYSL,"My Screen Mobile, Inc.",Software
NANO,Nanometrics Incorporated,Semiconductors & Semiconductor Equipment
NATI,National Instruments Corp,"Electronic Equipment, Instruments & Components"
NBGV,Newbridge Global Ventures Inc,Software
NCR,NCR Corporation,"Technology Hardware, Storage & Peripherals"
NCTY,The9 Limited (ADR),Software
NDDG,Nudg Media Inc,Internet Software & Services
NEOM,"NeoMedia Technologies, Inc.",Software
NEON,"Neonode, Inc","Electronic Equipment, Instruments & Components"
NETE,Net Element Inc,Internet Software & Services
NEWR,New Relic Inc,Internet Software & Services
NEXJF,NEXJ SYSTEMS INC,Software
NICE,Nice Ltd (ADR),Software
NIHK,Video River Networks Inc,Communications Equipment
NLST,"Netlist, Inc.","Electronic Equipment, Instruments & Components"
NMGC,NeoMagic Corporation,Semiconductors & Semiconductor Equipment
NOK,Nokia Oyj (ADR),Communications Equipment
NOVC,Novation Companies Inc,Internet Software & Services
NOVT,Novanta Inc (USA),"Electronic Equipment, Instruments & Components"
NOW,ServiceNow Inc,Software
NPTN,NeoPhotonics Corp,Semiconductors & Semiconductor Equipment
NRWS,Narrowstep Inc.,Internet Software & Services
NSEH,"NuState Energy Holdings, Inc.",Internet Software & Services
NSEO,NS8 Corporation,Software
NSIT,"Insight Enterprises, Inc.","Electronic Equipment, Instruments & Components"
NSSC,Napco Security Technologies Inc,"Electronic Equipment, Instruments & Components"
NSYS,Nortech Systems Incorporated,"Electronic Equipment, Instruments & Components"
NTAP,NetApp Inc.,"Technology Hardware, Storage & Peripherals"
NTCEF,BRISIO INNOVATIONS INC,Software
NTCT,"NetScout Systems, Inc.",Communications Equipment
NTES,NetEase Inc (ADR),Internet Software & Services
NTFY,Former NT Corp,Software
NTGR,"NetGear, Inc.",Communications Equipment
NTIP,Network-1 Technologies Inc,Communications Equipment
NTNX,Nutanix Inc,Internet Software & Services
NTWK,NetSol Technologies Inc.,Software
NUAN,Nuance Communications Inc.,Software
NVDA,NVIDIA Corporation,Semiconductors & Semiconductor Equipment
NVEC,NVE Corp,Semiconductors & Semiconductor Equipment
NVMI,Nova Measuring Instruments Ltd.,Semiconductors & Semiconductor Equipment
NVNT,"Novint Technologies, Inc.","Technology Hardware, Storage & Peripherals"
NWBD,"New World Brands, Inc.","Electronic Equipment, Instruments & Components"
NWUC,Nationwide Utilities Corp.,Internet Software & Services
NXES,Nexus Enterprise Solutions Inc,IT Services
NXGIF,Nexus Group International Inc,Software
NXIFF,ELLIPSIZ COMMUNICATIONS LTD,Communications Equipment
NXPC,Nexplore Corporation,Internet Software & Services
NXPI,NXP Semiconductors NV,Semiconductors & Semiconductor Equipment
NXTD,NXT-ID Inc,Software
NYWKF,NTG CLARITY NETWORKS INC,Software
OCC,Optical Cable Corporation,Communications Equipment
OCLR,Oclaro Inc,Communications Equipment
OCQLF,01 COMMUNIQUE LABORATORY INC,Software
OGNT,Organa Technologies Group Inc,Internet Software & Services
OIIM,O2Micro International Limited (ADR),Semiconductors & Semiconductor Equipment
OKTA,Okta Inc,Internet Software & Services
OLED,Universal Display Corporation,"Electronic Equipment, Instruments & Components"
OLNK,OneLink Corporation,IT Services
OMNT,Ominto Inc,Internet Software & Services
OMPS,"Omphalos, Corp.","Electronic Equipment, Instruments & Components"
ON,ON Semiconductor Corp,Semiconductors & Semiconductor Equipment
ONSM,Onstream Media Corp,Internet Software & Services
OPMG,"Options Media Group Holdings, Inc.",Internet Software & Services
OPSSF,OPSENS INC,"Electronic Equipment, Instruments & Components"
ORBK,Orbotech Ltd,"Electronic Equipment, Instruments & Components"
ORCL,Oracle Corporation,Software
ORFR,"ORBIT/FR, Inc.",Communications Equipment
ORSX,Orsus Xelent Technologies Inc.,"Technology Hardware, Storage & Peripherals"
OSIS,"OSI Systems, Inc.","Electronic Equipment, Instruments & Components"
OSRV,Onyx Service & Solutions Inc,Semiconductors & Semiconductor Equipment
OTEX,Open Text Corp (USA),Software
OTIV,On Track Innovations Ltd (USA),"Technology Hardware, Storage & Peripherals"
OTTV,Viva Entertainment Group Inc,Internet Software & Services
OVTZ,OCULUS VISIONTECH INC,Internet Software & Services
P,Pandora Media Inc,Internet Software & Services
PALS,Mopals.Com Inc,Internet Software & Services
PANW,Palo Alto Networks Inc,Communications Equipment
PAR,PAR Technology Corporation,"Electronic Equipment, Instruments & Components"
PAY,VeriFone Systems Inc,"Electronic Equipment, Instruments & Components"
PAYC,Paycom Software Inc,Software
PAYD,"Paid, Inc.",Internet Software & Services
PAYX,"Paychex, Inc.",IT Services
PBOX,Paybox Corp,IT Services
PCLI,Protocall Technologies Inc,Software
PCMI,PCM Inc,"Electronic Equipment, Instruments & Components"
PCOM,Points International Ltd (USA),Internet Software & Services
PCTI,PC Tel Inc,Communications Equipment
PCTY,Paylocity Holding Corp,Software
PCYG,"Park City Group, Inc.",Software
PDFS,"PDF Solutions, Inc.",Semiconductors & Semiconductor Equipment
PEER,Peerstream Inc,Internet Software & Services
PEGA,Pegasystems Inc.,Software
PERI,Perion Network Ltd,Internet Software & Services
PFPT,Proofpoint Inc,Software
PFSF,Pacific Software Inc,Internet Software & Services
PFSW,"PFSweb, Inc.",IT Services
PGFY,Pingify International Inc,Software
PGSY,Portlogic Systems Inc.,Software
PI,IMPINJ Inc,Semiconductors & Semiconductor Equipment
PJET,Priority Aviation Inc,Software
PKE,Park Electrochemical Corp.,"Electronic Equipment, Instruments & Components"
PLAB,"Photronics, Inc.",Semiconductors & Semiconductor Equipment
PLGC,"Playlogic Entertainment, Inc.",Software
PLT,Plantronics Inc,Communications Equipment
PLUS,ePlus Inc.,"Electronic Equipment, Instruments & Components"
PLXS,Plexus Corp.,"Electronic Equipment, Instruments & Components"
PMSO,Primal Solutions Inc,Software
PMTS,CPI Card Group Inc,"Technology Hardware, Storage & Peripherals"
POCEF,PHOTON CONTROL INC,"Electronic Equipment, Instruments & Components"
POWI,Power Integrations Inc,Semiconductors & Semiconductor Equipment
PPPS,iSocialy Inc,Software
PRCP,"Perceptron, Inc.","Electronic Equipment, Instruments & Components"
PRFC,Epcylon Technologies Inc,Software
PRFT,"Perficient, Inc.",IT Services
PRGS,Progress Software Corporation,Software
PRGX,PRGX Global Inc,IT Services
PRKR,"ParkerVision, Inc.",Communications Equipment
PRO,"PROS Holdings, Inc.",Software
PROM,Propel Media Inc,Internet Software & Services
PRXM,Proxim Wireless Corp,Communications Equipment
PRYNF,Backstageplay Inc,Internet Software & Services
PRZM,Prism Technologies Group Inc,IT Services
PSCO,ProtoSource Corporation,Internet Software & Services
PSDO,Presidio Inc,IT Services
PSTG,Pure Storage Inc,"Technology Hardware, Storage & Peripherals"
PTC,PTC Inc,Software
PTOS,P2 Solar Inc,Semiconductors & Semiconductor Equipment
PTSC,Patriot Scientific Corporation,Semiconductors & Semiconductor Equipment
PUGE,Puget Technologies Inc,"Technology Hardware, Storage & Peripherals"
PWEB,"Pacific WebWorks, Inc.",Internet Software & Services
PWNX,Powerlinx Inc.,"Electronic Equipment, Instruments & Components"
PXLW,"Pixelworks, Inc.",Semiconductors & Semiconductor Equipment
PYDS,"Payment Data Systems, Inc.",IT Services
PYPL,Paypal Holdings Inc,IT Services
QADA,QAD Inc.,Software
QADB,QAD INC,Software
QBAK,Qualstar Corporation,"Technology Hardware, Storage & Peripherals"
QCOM,"QUALCOMM, Inc.",Semiconductors & Semiconductor Equipment
QFORQ,Quadrant 4 System Corp,Internet Software & Services
QIFTF,QUORUM INFORMATION TECHNOL,Software
QIWI,Qiwi PLC,IT Services
QLYS,Qualys Inc,Software
QMKR,Incumaker Inc,Internet Software & Services
QNST,QuinStreet Inc,Internet Software & Services
QRVO,Qorvo Inc,Semiconductors & Semiconductor Equipment
QSPW,Quantum Solar Power Corp.,Semiconductors & Semiconductor Equipment
QTM,Quantum Corp,"Technology Hardware, Storage & Peripherals"
QTMM,Quantum Materials Corp,Semiconductors & Semiconductor Equipment
QTNA,Quantenna Communications Inc,Communications Equipment
QTRH,QUARTERHILL INC,Communications Equipment
QTWO,Q2 Holdings Inc,Internet Software & Services
QUES,Quest Solution Inc,IT Services
QUIK,QuickLogic Corporation,Semiconductors & Semiconductor Equipment
QUMU,Qumu Corp,Internet Software & Services
QUOT,Quotient Technology Inc,Internet Software & Services
RACK,Rackwise Inc,Software
RAIO,RadioIO Inc,Internet Software & Services
RARS,Rarus Technologies Inc,Internet Software & Services
RBBN,Ribbon Communications Inc,Communications Equipment
RBCN,"Rubicon Technology, Inc.",Semiconductors & Semiconductor Equipment
RCIT,Reelcause Inc,Internet Software & Services
RDAR,Raadr Inc,Software
RDCM,RADCOM Ltd.,Communications Equipment
RDFY,Redify Group Inc,Software
RDLCF,REDLINE COMMUNICATIONS GROUP,Communications Equipment
RDML,Red Mile Entertainment Inc,Software
RDVWF,RadView Software Ltd.,Internet Software & Services
RDWR,Radware Ltd.,Communications Equipment
REAC,REAC Group Inc,Internet Software & Services
REDFY,Rediff.com India Limited (ADR),Internet Software & Services
REFR,"Research Frontiers, Inc.","Electronic Equipment, Instruments & Components"
REIS,Reis Inc,Internet Software & Services
RELL,"Richardson Electronics, Ltd.","Electronic Equipment, Instruments & Components"
RENN,Renren Inc,Internet Software & Services
RESN,Resonant Inc,Communications Equipment
RESS,Renewable Energy Solution Systems Inc,Semiconductors & Semiconductor Equipment
RFIL,"RF Industries, Ltd.","Electronic Equipment, Instruments & Components"
RGLG,UHF Logistics Group Inc,Communications Equipment
RHT,Red Hat Inc,Software
RICOY,Ricoh Co Ltd (ADR),"Technology Hardware, Storage & Peripherals"
RIHT,RightsCorp Inc,Internet Software & Services
RITT,R.T (LESHE`AVAR RIT TEHNOLOGIYOT) BE`AM,Communications Equipment
RKNEF,REDKNEE SOLUTIONS INC,Software
RMBS,Rambus Inc.,Semiconductors & Semiconductor Equipment
RMGN,RMG Networks Holding Corp,"Electronic Equipment, Instruments & Components"
RNG,RingCentral Inc,Software
RNWK,RealNetworks Inc,Software
ROG,Rogers Corporation,"Electronic Equipment, Instruments & Components"
RP,RealPage Inc,Software
RPD,Rapid7 Inc,Software
RPDT,"Rapidtron, Inc.","Electronic Equipment, Instruments & Components"
RPMT,Rego Payment Architectures Inc,Internet Software & Services
RSKIA,George Risk Industries Inc,"Electronic Equipment, Instruments & Components"
RSSS,Research Solutions Inc,IT Services
RST,Rosetta Stone Inc,Software
RSYS,RadiSys Corporation,"Electronic Equipment, Instruments & Components"
RTEC,Rudolph Technologies Inc,Semiconductors & Semiconductor Equipment
RTON,Right On Brands Inc,Internet Software & Services
RUBI,The Rubicon Project Inc,Software
RWC,RELM Wireless Corporation,Communications Equipment
RWWI,Rand Worldwide Inc,Software
SABR,Sabre Corp,IT Services
SAIC,Science Applications International Corp,IT Services
SAMOF,SANGOMA TECHNOLOGIES CORP,Communications Equipment
SANM,Sanmina Corp,"Electronic Equipment, Instruments & Components"
SANT,"Santeon Group, Inc.",Internet Software & Services
SAP,SAP SE (ADR),Software
SATS,Echostar Corporation,Communications Equipment
SBAY,Subaye Inc,Internet Software & Services
SBRT,Solbright Group Inc,Software
SCDA,B-Scada Inc,Software
SCGY,Scientific Energy Inc,Internet Software & Services
SCIA,SCI Engineered Materials Inc,Semiconductors & Semiconductor Equipment
SCIL,Scientific Learning Corporation,Software
SCKT,"Socket Mobile, Inc.","Technology Hardware, Storage & Peripherals"
SCON,"Superconductor Technologies, Inc.","Electronic Equipment, Instruments & Components"
SCOR,"COMSCORE, Inc.",Internet Software & Services
SCSC,"ScanSource, Inc.","Electronic Equipment, Instruments & Components"
SCTN,Schimatic Cash Transactions,Software
SCWX,Secureworks Corp,Software
SEAC,SeaChange International,Software
SEDG,Solaredge Technologies Inc,Semiconductors & Semiconductor Equipment
SEDN,"SED International Holdings, Inc.","Electronic Equipment, Instruments & Components"
SEEK,TheDirectory.com Inc,Internet Software & Services
SESI,SES Solar Inc,Semiconductors & Semiconductor Equipment
SFOR,Strikeforce Technologies Inc,Software
SFUN,Fang Holdings Ltd,Internet Software & Services
SGH,Smart Global Holdings Inc,Semiconductors & Semiconductor Equipment
SGMA,SigmaTron International,"Electronic Equipment, Instruments & Components"
SGSI,Spectrum Global Solutions Inc,"Electronic Equipment, Instruments & Components"
SGTB,Kuboo Inc,IT Services
SHOP,Shopify Inc (US),Internet Software & Services
SHSP,SharpSpring Inc,Internet Software & Services
SIGM,Sigma Designs Inc,Semiconductors & Semiconductor Equipment
SILC,Silicom Ltd.,Communications Equipment
SIMC,Simclar Inc,"Electronic Equipment, Instruments & Components"
SIML,Simlatus Corp,Communications Equipment
SIMO,Silicon Motion Technology Corp. (ADR),Semiconductors & Semiconductor Equipment
SINA,SINA Corp,Internet Software & Services
SITO,Sito Mobile Ltd,Software
SIUMF,SOLIUM CAPITAL INC,Internet Software & Services
SIXD,6D Global Technologies Inc,IT Services
SKKY,Skkynet Cloud Systems Inc,Software
SKVY,Sentry Technology Corporation,"Electronic Equipment, Instruments & Components"
SLAB,Silicon Laboratories,Semiconductors & Semiconductor Equipment
SLNM,"Salon Media Group, Inc.",Internet Software & Services
SLTZ,Solar Thin Films Inc,Semiconductors & Semiconductor Equipment
SMCI,"Super Micro Computer, Inc.","Technology Hardware, Storage & Peripherals"
SMDWF,VIDWRX INC COM,Internet Software & Services
SMI,Semiconductor Manufacturing Int'l (ADR),Semiconductors & Semiconductor Equipment
SMIT,"Schmitt Industries, Inc.","Electronic Equipment, Instruments & Components"
SMME,Smartmetric Inc,Software
SMRL,"Simtrol, Inc.",Software
SMSI,"Smith Micro Software, Inc.",Software
SMTC,Semtech Corporation,Semiconductors & Semiconductor Equipment
SMTX,SMTC Corporation (USA),"Electronic Equipment, Instruments & Components"
SNAP,Snap Inc,Software
SNCR,"Synchronoss Technologies, Inc.",Software
SNNT,Synthonics Technologies,Software
SNPS,"Synopsys, Inc.",Software
SNSGF,"Sense Technologies, Inc.","Electronic Equipment, Instruments & Components"
SNX,SYNNEX Corporation,"Electronic Equipment, Instruments & Components"
SODI,"Solitron Devices, Inc.",Semiconductors & Semiconductor Equipment
SOEN,Solar EnerTech Corp.,Semiconductors & Semiconductor Equipment
SOFO,Sonic Foundry Inc,Software
SOFT,"SofTech, Inc.",Software
SOHU,Sohu.com Inc,Internet Software & Services
SOL,ReneSola Ltd. (ADR),Semiconductors & Semiconductor Equipment
SOLS,Sollensys Corp,"Electronic Equipment, Instruments & Components"
SOPK,Southpeak Interactive Corp,Software
SOTK,Sono-Tek Corporation,"Electronic Equipment, Instruments & Components"
SOUL,Soul and Vibe Interactive Inc,Software
SOYO,"Soyo Group, Inc.","Electronic Equipment, Instruments & Components"
SPCB,Supercom Ltd,"Electronic Equipment, Instruments & Components"
SPDC,Speed Commerce Inc,"Electronic Equipment, Instruments & Components"
SPDL,Spindle Inc,Software
SPI,Spi Energy Co Ltd (ADR),Semiconductors & Semiconductor Equipment
SPIL,Siliconware Precision Industries (ADR),Semiconductors & Semiconductor Equipment
SPIR,Spire Corporation,Semiconductors & Semiconductor Equipment
SPLK,Splunk Inc,Software
SPMYY,Spirent Communications Plc (ADR),Communications Equipment
SPNS,Sapiens International Corporation N.V.,Software
SPOM,SPO Global Inc,Software
SPRS,Surge Components Inc,"Electronic Equipment, Instruments & Components"
SPRT,"Support.com, Inc.",Internet Software & Services
SPSC,"SPS Commerce, Inc.",Internet Software & Services
SPVNF,SPECTRA7 MICROSYSTEMS INC,Semiconductors & Semiconductor Equipment
SPWR,SunPower Corporation,Semiconductors & Semiconductor Equipment
SQ,Square Inc,IT Services
SQNS,Sequans Communications SA ADR,Semiconductors & Semiconductor Equipment
SREV,Servicesource International Inc,IT Services
SRMC,Sierra Monitor Corporation,"Electronic Equipment, Instruments & Components"
SRT,"StarTek, Inc.",IT Services
SRTI,SRTI Blockchain Generation Inc,Communications Equipment
SSNC,"SS&C Technologies Holdings, Inc.",Software
SSNT,SilverSun Technologies Inc,Software
SSPC,SpendSmart Networks Inc,Internet Software & Services
SSTI,Shotspotter Inc,Internet Software & Services
SSTK,Shutterstock Inc,Internet Software & Services
SSTRF,Silverstar Holdings Ltd.,Software
SSYS,Stratasys Ltd,"Technology Hardware, Storage & Peripherals"
STCN,Steel Connect Inc,IT Services
STIE,Santaro Interactive Entertainment Co,Software
STKR,PROPHOTONIX LTD,"Electronic Equipment, Instruments & Components"
STM,STMicroelectronics NV (ADR),Semiconductors & Semiconductor Equipment
STMP,Stamps.com Inc.,Internet Software & Services
STOY,Spiral Toys Inc,Software
STRB,Strasbaugh,Semiconductors & Semiconductor Equipment
STRI,"STR Holdings, Inc.",Semiconductors & Semiconductor Equipment
STVVY,"China Digital TV Holding Co., Ltd.(ADR)","Technology Hardware, Storage & Peripherals"
STX,Seagate Technology PLC,"Technology Hardware, Storage & Peripherals"
SVLT,Sunvault Energy Inc,Semiconductors & Semiconductor Equipment
SVTLQ,"SiVault Systems, Inc.",Software
SWHN,SwissINSO Holding Inc.,Semiconductors & Semiconductor Equipment
SWIR,"Sierra Wireless, Inc. (USA)",Communications Equipment
SWKS,Skyworks Solutions Inc,Semiconductors & Semiconductor Equipment
SWRM,AppSwarm Inc,"Electronic Equipment, Instruments & Components"
SYKE,"Sykes Enterprises, Incorporated",IT Services
SYMC,Symantec Corporation,Software
SYNA,"Synaptics, Incorporated",Semiconductors & Semiconductor Equipment
SYNC,Synacor Inc,Internet Software & Services
SYNT,"Syntel, Inc.",IT Services
SYTE,Sitestar Corporation,Internet Software & Services
SYX,Systemax Inc.,"Electronic Equipment, Instruments & Components"
SYXXF,SYNODON INC,"Electronic Equipment, Instruments & Components"
SYYC,Sydys Corp,Internet Software & Services
SYZLF,SYLOGIST LTD,IT Services
TACT,TransAct Technologies Incorporated,"Technology Hardware, Storage & Peripherals"
