Symbol,Company,Industry
LYTS,"LSI Industries, Inc.",Electrical Equipment
MALJF,MAGELLAN AEROSPACE CORP,Aerospace & Defense
MAN,ManpowerGroup Inc.,Professional Services
MARA,Marathon Patent Group Inc,Professional Services
MAS,Masco Corp,Building Products
MATW,Matthews International Corp,Commercial Services & Supplies
MATX,Matson Inc,Marine
MBLC,Millennium Blockchain Inc,Commercial Services & Supplies
MCRN,Milacron Holdings Corp,Machinery
MEEC,Midwest Energy Emissions Corp,Commercial Services & Supplies
MG,Mistras Group Inc,Professional Services
MGON,Megola Inc,Machinery
MGRC,McGrath RentCorp,Commercial Services & Supplies
MHH,Mastech Digital Inc,Professional Services
MHYR,Manthey Redmond Corp,Machinery
MIC,Macquarie Infrastructure Corp,Transportation Infrastructure
MICT,Micronet Enertec Technologies Inc,Aerospace & Defense
MIDD,Middleby Corp,Machinery
MINI,Mobile Mini Inc,Commercial Services & Supplies
MITSY,Mitsui & Co Ltd (ADR),Trading Companies & Distributors
MJWL,Majic Wheels Corp.,Commercial Services & Supplies
MKRS,Mikros Systems Corporation,Aerospace & Defense
MKTAY,Makita Corporation (ADR),Machinery
MLER,"Moller International, Inc.",Aerospace & Defense
MLES,Mint Leasing Inc,Road & Rail
MLHC,M Line Holdings Inc,Aerospace & Defense
MLHR,"Herman Miller, Inc.",Commercial Services & Supplies
MLI,"Mueller Industries, Inc.",Machinery
MLR,"Miller Industries, Inc.",Machinery
MMIO,Marmion Industries Corp.,Building Products
MMM,3M Co,Industrial Conglomerates
MMMW,Mass Megawatts Windpower Inc,Electrical Equipment
MMTC,Micro Imaging Technology Inc,Machinery
MNTX,Manitex International Inc,Machinery
MOC,Command Security Corporation,Commercial Services & Supplies
MOG.A,Moog Inc,Aerospace & Defense
MPML,"MPM Technologies, Inc.",Machinery
MRC,MRC Global Inc,Trading Companies & Distributors
MRCY,Mercury Systems Inc,Aerospace & Defense
MRDN,Meridian Waste Solutions Inc,Commercial Services & Supplies
MRTN,"Marten Transport, Ltd",Road & Rail
MSA,MSA Safety Inc,Commercial Services & Supplies
MSIXF,MORNEAU SHEPELL INC,Professional Services
MSM,MSC Industrial Direct Co Inc,Trading Companies & Distributors
MTOR,Meritor Inc,Machinery
MTW,Manitowoc Company Inc,Machinery
MTZ,"MasTec, Inc.",Construction & Engineering
MWA,"Mueller Water Products, Inc.",Machinery
MXCYY,Metso Oyj (ADR),Machinery
MYRG,MYR Group Inc,Construction & Engineering
NAV,Navistar International Corp,Machinery
NAV-D,Navistar International Corp,Machinery
NCI,"Navigant Consulting, Inc.",Professional Services
NCS,NCI Building Systems Inc,Building Products
NDSN,Nordson Corporation,Machinery
NEWA,Newater Technology Inc,Machinery
NEWLF,NewLead Holdings Ltd,Marine
NFEC,NF Energy Saving Corp,Machinery
NFYEF,NEW FLYER INDUSTRIES INC,Machinery
NJDCY,Nidec Corporation (ADR),Electrical Equipment
NL,NL Industries Inc,Commercial Services & Supplies
NLSN,Nielsen Holdings PLC,Professional Services
NM,Navios Maritime Holdings Inc.,Marine
NMM,Navios Maritime Partners L.P.,Marine
NMSCA,Nutrition Management Services Company,Commercial Services & Supplies
NNBR,"NN, Inc.",Machinery
NOC,Northrop Grumman Corporation,Aerospace & Defense
NPK,National Presto Industries Inc.,Aerospace & Defense
NPO,"EnPro Industries, Inc.",Machinery
NPWZ,Neah Power Systems Inc,Electrical Equipment
NRBT,Novus Robotics Inc,Machinery
NSC,Norfolk Southern Corp.,Road & Rail
NSP,Insperity Inc,Professional Services
NTUR,Natural Blue Resources Inc,Commercial Services & Supplies
NUGL,Coresource Strategies Inc,Commercial Services & Supplies
NVEE,NV5 Global Inc,Construction & Engineering
NVIC,N-Viro International Corporation,Commercial Services & Supplies
NWPX,Northwest Pipe Company,Construction & Engineering
NWVCF,ENWAVE CORP,Machinery
NX,Quanex Building Products Corporation,Building Products
NXEO,Nexeo Solutions Inc,Trading Companies & Distributors
NXFI,Next Fuel Inc,Commercial Services & Supplies
OA,Orbital ATK Inc,Aerospace & Defense
OC,Owens Corning,Building Products
OCEL,Ocean Electric Inc,Electrical Equipment
OCLN,OriginClear Inc,Commercial Services & Supplies
ODFL,Old Dominion Freight Line,Road & Rail
OESX,"Orion Energy Systems, Inc.",Electrical Equipment
OFLX,"Omega Flex, Inc.",Machinery
OGES,Oakridge Global Energy Solutions Inc,Electrical Equipment
OKRGQ,Oakridge Holdings Inc,Aerospace & Defense
OLNCF,OMNI-LITE INDUSTRIES CANADA,Machinery
OMAB,Grupo Aeroportuario del Centro Nort(ADR),Transportation Infrastructure
OMEX,Odyssey Marine Exploration Inc,Commercial Services & Supplies
OPST,OPT-Sciences Corp,Aerospace & Defense
OPTT,Ocean Power Technologies Inc,Electrical Equipment
OPXS,Optex Systems Hldg  InCorp,Aerospace & Defense
ORBT,Orbit International Corp.,Electrical Equipment
ORN,Orion Group Holdings Inc,Construction & Engineering
OSK,Oshkosh Corp,Machinery
PAC,Grupo Aeroportr dl Pcfco SAB de CV (ADR),Transportation Infrastructure
PANL,Pangaea Logistics Solutions Ltd,Marine
PAOS,Amerinac Holding Corp,Trading Companies & Distributors
PATI,Patriot Transportation Holding Inc,Road & Rail
PATK,"Patrick Industries, Inc.",Building Products
PBI,Pitney Bowes Inc.,Commercial Services & Supplies
PCAR,PACCAR Inc,Machinery
PCMC,Public Company Management Corp,Professional Services
PCOA,Pendrell Corp,Professional Services
PDPTF,Pudo Inc (USA),Air Freight & Logistics
PEFF,Power Efficiency Corporation,Electrical Equipment
PESI,"Perma-Fix Environmental Services, Inc.",Commercial Services & Supplies
PFBOF,PFB CORP,Building Products
PFMT,Performant Financial Corp,Commercial Services & Supplies
PGCX,Virtual Sourcing Inc,Commercial Services & Supplies
PGEM,Ply Gem Holdings Inc,Building Products
PGNT,Paragon Technologies Inc.,Machinery
PGTI,PGT Innovations Inc,Building Products
PGTK,Pacific Green Technologies Inc,Commercial Services & Supplies
PH,Parker-Hannifin Corp,Machinery
PHG,Koninklijke Philips NV (ADR),Industrial Conglomerates
PHOT,Growlife Inc,Machinery
PKOH,Park-Ohio Holdings Corp.,Machinery
PLOW,Douglas Dynamics Inc,Machinery
PLPC,Preformed Line Products Company,Electrical Equipment
PLUG,Plug Power Inc,Electrical Equipment
PMAH,PlasmaTech Inc,Electrical Equipment
PNR,Pentair PLC,Machinery
PNTR,Pointer Telocation Ltd,Commercial Services & Supplies
POLA,Polar Power Inc,Electrical Equipment
POWL,"Powell Industries, Inc.",Electrical Equipment
PPIH,Perma-Pipe International Holdings Inc,Machinery
PPRW,"Premier Power Renewable Energy, Inc.",Electrical Equipment
PPSI,"Pioneer Power Solutions, Inc.",Electrical Equipment
PRGNF,Paragon Shipping Inc,Marine
PRIM,Primoris Services Corp,Construction & Engineering
PRLB,Proto Labs Inc,Machinery
PRTR,Precicion Trim Inc,Commercial Services & Supplies
PRXG,Pernix Group Inc,Construction & Engineering
PSAV,PSAV Inc,Commercial Services & Supplies
PSIX,Power Solutions International Inc,Electrical Equipment
PSRU,"PureSpectrum, Inc.",Electrical Equipment
PSSR,"PASSUR Aerospace, Inc.",Aerospace & Defense
PSWS,Puresafe Water Systems Inc,Machinery
PTSI,"P.A.M. Transportation Services, Inc.",Road & Rail
PTSS,Peartrack Security Systems Inc,Road & Rail
PTTL,Pure Transit Technologies Inc,Machinery
PUODY,Promotora y Operadr d Infr SAB d CV(ADR),Transportation Infrastructure
PWON,Powin Energy Corp,Electrical Equipment
PWR,Quanta Services Inc,Construction & Engineering
PWVI,"PowerVerde, Inc.",Electrical Equipment
PXS,Pyxis Tankers Inc,Marine
PYRNF,PYROGENESIS CANADA INC,Commercial Services & Supplies
QRHC,Quest Resource Holding Corp,Commercial Services & Supplies
QUAD,"Quad/Graphics, Inc.",Commercial Services & Supplies
R,"Ryder System, Inc.",Road & Rail
RADA,RADA Electronic Ind. Ltd.,Aerospace & Defense
RAIL,"FreightCar America, Inc.",Machinery
RAVN,"Raven Industries, Inc.",Industrial Conglomerates
RBA,Ritchie Bros. Auctioneers Inc,Commercial Services & Supplies
RBC,Regal Beloit Corp,Electrical Equipment
RCMT,R C M Technologies Inc,Professional Services
RECN,"Resources Connection, Inc.",Professional Services
RELX,Relx PLC (ADR),Professional Services
RENX,Relx NV (ADR),Professional Services
REPO,National Asset Recovery Corp,Commercial Services & Supplies
REVG,Rev Group Inc,Machinery
RGBD,Regional Brands Inc,Trading Companies & Distributors
RGSE,"Real Goods Solar, Inc.",Electrical Equipment
RGUS,REGI U.S. Inc,Machinery
RHI,Robert Half International Inc.,Professional Services
RHUHF,RICHELIEU HARDWARE LTD,Trading Companies & Distributors
RHWI,River Hawk Aviation Inc,Airlines
RINO,RINO International Corporation,Commercial Services & Supplies
RKIGF,REKO INTL GROUP INC COM,Machinery
RLGT,Radiant Logistics Inc,Air Freight & Logistics
RLGT-A,Radiant Logistics Inc,Air Freight & Logistics
RLPHQ,RailPower Technologies Corp.,Machinery
RNWF,"Renewal Fuels, Inc.",Electrical Equipment
ROCK,Gibraltar Industries Inc,Building Products
ROK,Rockwell Automation,Electrical Equipment
ROL,"Rollins, Inc.",Commercial Services & Supplies
ROLL,RBC Bearings Incorporated,Machinery
ROP,Roper Technologies Inc,Industrial Conglomerates
RPXC,RPX Corp,Professional Services
RRD,RR Donnelley & Sons Co,Commercial Services & Supplies
RRTS,Roadrunner Transportation Systems Inc,Road & Rail
RSG,"Republic Services, Inc.",Commercial Services & Supplies
RTBC,Rotoblock Corporation,Commercial Services & Supplies
RTN,Raytheon Company,Aerospace & Defense
RTNB,Root9B Holdings Inc,Professional Services
RUN,Sunrun Inc,Electrical Equipment
RUNI,"Reunion Industries, Inc.",Machinery
RUSHA,"Rush Enterprises, Inc.",Trading Companies & Distributors
RUSHB,RUSH ENTERPRISES INC CL B,Trading Companies & Distributors
RVLT,Revolution Lighting Technologies Inc,Electrical Equipment
RXN,Rexnord Corp,Machinery
RYAAY,Ryanair Holdings plc (ADR),Airlines
RYCEY,Rolls-Royce Holding PLC (ADR),Aerospace & Defense
SAIA,Saia Inc,Road & Rail
SALT,Scorpio Bulkers Inc,Marine
SARCF,SEAIR INC,Machinery
SAVE,Spirit Airlines Incorporated,Airlines
SAVW,SavWatt USA Inc,Electrical Equipment
SB,"Safe Bulkers, Inc.",Marine
SB-C,Safe Bulkers Inc,Marine
SB-D,Safe Bulkers Inc,Marine
SBLK,Star Bulk Carriers Corp.,Marine
SCS,Steelcase Inc.,Commercial Services & Supplies
SCX,L S Starrett Co,Machinery
SDEV,SECURITY DEVICES INTL INC,Aerospace & Defense
SECI,SECTOR 10 Inc,Electrical Equipment
SEII,Sharing Economy International Inc,Machinery
SENR,Strategic Environmental & Energy Res Inc,Commercial Services & Supplies
SENY,Sauer Energy Inc,Electrical Equipment
SFBE,Sino Bioenergy Corp,Commercial Services & Supplies
SFMGF,SOFAME TECHNOLOGIES INC COM,Machinery
SFRX,Seafarer Exploration Corp,Commercial Services & Supplies
SGBX,SG Blocks Inc,Machinery
SGLB,Sigma Labs Inc,Aerospace & Defense
SGLS,"Signature Leisure, Inc.",Professional Services
SHIP,Seanergy Maritime Holdings Corp.,Marine
SIEGY,Siemens AG (ADR),Industrial Conglomerates
SIF,SIFCO Industries Inc,Aerospace & Defense
SINO,"Sino-Global Shipping America, Ltd.",Transportation Infrastructure
SISXF,SAVARIA CORP,Machinery
SITE,SiteOne Landscape Supply Inc,Trading Companies & Distributors
SKAS,Saker Aviation Services Inc,Transportation Infrastructure
SKFRY,AB SKF (ADR),Machinery
SKYW,"SkyWest, Inc.",Airlines
SLCFF,BLUEDROP PERFORMANCE LRNING,Aerospace & Defense
SLCH,spotlight Capital Holdings,Transportation Infrastructure
SLUP,SOLUCORP Industries Ltd.,Commercial Services & Supplies
SMVE,"Smart Move, Inc.",Road & Rail
SNA,Snap-on Incorporated,Machinery
SNAVF,STAR NAVIGATION SYS GROUP LTD COM,Aerospace & Defense
SNCAF,SNC-LAVALIN GROUP INC,Construction & Engineering
SNDR,Schneider National Inc,Road & Rail
SNHY,Sun Hydraulics Corporation,Machinery
SNRR,"Super Nova Resources, Inc.",Professional Services
SNRY,Solar Energy Initiatives Inc,Electrical Equipment
SOUM,SoOum Corp,Trading Companies & Distributors
SP,SP Plus Corp,Commercial Services & Supplies
SPA,Sparton Corporation,Aerospace & Defense
SPAR,Spartan Motors Inc,Machinery
SPEX,Spherix Inc,Professional Services
SPR,"Spirit AeroSystems Holdings, Inc.",Aerospace & Defense
SPXC,SPX Corp,Machinery
SRBT,Shanrong Biotechnology Corp,Aerospace & Defense
SRCL,Stericycle Inc,Commercial Services & Supplies
SRNA,Surna Inc,Building Products
SSCFF,SMARTCOOL SYSTEMS INC,Electrical Equipment
SSD,"Simpson Manufacturing Co, Inc.",Building Products
SSW,Seaspan Corporation,Marine
SSW-D,Seaspan Corp,Marine
SSW-E,Seaspan Corp,Marine
SSW-G,Seaspan Corp,Marine
SSW-H,Seaspan Corp,Marine
ST,Sensata Technologies Holding N.V.,Electrical Equipment
STAF,Staffing 360 Solutions Inc,Professional Services
STB,STUDENT TRANSPORTATION INC,Road & Rail
STGG,STG Group Inc,Aerospace & Defense
STJO,St Joseph Inc,Professional Services
STN,Stantec Inc. (USA),Professional Services
STRL,"Sterling Construction Company, Inc.",Construction & Engineering
STYS,"Stinger Systems, Inc.",Aerospace & Defense
SUNW,Sunworks Inc,Electrical Equipment
SURP,Surepure Inc,Machinery
SVT,"Servotronics, Inc.",Electrical Equipment
SVXA,Sovereign Exploration Associates Int Inc,Professional Services
SWET,Solar Wind Energy Tower Inc,Electrical Equipment
SWK,"Stanley Black & Decker, Inc.",Machinery
SXI,Standex Int'l Corp.,Machinery
TAER,Tarsier Ltd,Electrical Equipment
TAKD,TransAKT Ltd,Machinery
TATT,T.A.T. Technologies Ltd.,Aerospace & Defense
TAYD,"Taylor Devices, Inc.",Machinery
TBI,Trueblue Inc,Professional Services
TBSS,TBSS International,Construction & Engineering
TCLCF,TRANSCONTINENTAL INC CL B,Commercial Services & Supplies
TDG,TransDigm Group Incorporated,Aerospace & Defense
TDY,Teledyne Technologies Incorporated,Aerospace & Defense
TEUFF,Box Ships Inc,Marine
TEX,Terex Corporation,Machinery
TEXC,Texcom Inc,Commercial Services & Supplies
TFRY,"Tasty Fries, Inc.",Machinery
TGAFF,TAIGA BUILDING PRODUCTS LTD,Trading Companies & Distributors
TGEN,Tecogen Inc,Building Products
TGGI,Trans Global Group Inc,Construction & Engineering
TGH,Textainer Group Holdings Limited,Trading Companies & Distributors
TGI,Triumph Group Inc,Aerospace & Defense
THLLY,Thales SA (ADR),Aerospace & Defense
THLT,"TechLite, Inc.",Electrical Equipment
THPHF,Thinkpath Inc.,Construction & Engineering
THR,Thermon Group Holdings Inc,Electrical Equipment
THTI,THT Heat Transfer Technology Inc,Machinery
TIK,Tel-Instrument Electronics Corp.,Aerospace & Defense
TILE,"Interface, Inc.",Commercial Services & Supplies
TISI,"Team, Inc.",Commercial Services & Supplies
TITN,Titan Machinery Inc.,Trading Companies & Distributors
TKR,Timken Co,Machinery
TLGN,Totally Green Inc,Machinery
TMEN,ThermoEnergy Corporation,Machinery
TMGEF,THERMAL ENERGY INTL INC,Machinery
TMPS,Tempus Applied Solutions Holdings Inc,Aerospace & Defense
TNC,Tennant Company,Machinery
TNET,TriNet Group Inc,Professional Services
TNRK,"TNR Technical, Inc.",Electrical Equipment
TNSB,Transbotics Corporation,Machinery
TOMZ,TOMI Environmental Solutions Inc,Commercial Services & Supplies
TOSYY,Toshiba Corp (USA),Industrial Conglomerates
TPAC,Trans-Pacific Aerospace Company Inc,Aerospace & Defense
TPC,Tutor Perini Corp,Construction & Engineering
TPCS,TechPrecision Corp,Machinery
TPIC,TPI Composites Inc,Electrical Equipment
TPSSF,TURBO POWER SYSTEMS INC,Electrical Equipment
TREP,Trucept Inc,Professional Services
TREX,Trex Company Inc,Building Products
TRN,Trinity Industries Inc,Machinery
TRNS,"Transcat, Inc.",Trading Companies & Distributors
TRS,TriMas Corp,Machinery
TRTCD,Terra Tech Corp,Machinery
TRTI,"Transtech Industries, Inc.",Commercial Services & Supplies
TRTN,Triton International Ltd,Trading Companies & Distributors
TRU,TransUnion,Professional Services
TSGL,Staffing Group Ltd,Professional Services
TSNP,Tesoro Enterprises Inc,Trading Companies & Distributors
TSSI,TSS Inc,Commercial Services & Supplies
TSYI,"Terra Systems, Inc.",Machinery
TTC,Toro Co,Machinery
TTEK,"Tetra Tech, Inc.",Commercial Services & Supplies
TTLO,"Torotel, Inc.",Electrical Equipment
TWI,Titan International Inc,Machinery
TWIN,"Twin Disc, Incorporated",Machinery
TXDSF,NOBLE IRON INC,Trading Companies & Distributors
TXHG,TX Holdings Inc.,Trading Companies & Distributors
TXMC,Tirex Corp,Commercial Services & Supplies
TXT,Textron Inc.,Aerospace & Defense
UAL,United Continental Holdings Inc,Airlines
UATG,Umbra Applied Technologies Group Inc,Aerospace & Defense
UFPI,"Universal Forest Products, Inc.",Building Products
UHAL,AMERCO,Road & Rail
ULBI,Ultralife Corp.,Electrical Equipment
ULH,Universal Logistics Holdings Inc,Road & Rail
UNF,UniFirst Corp,Commercial Services & Supplies
UNP,Union Pacific Corporation,Road & Rail
UNVR,Univar Inc,Trading Companies & Distributors
UPGI,"Universal Power Group, Inc.",Trading Companies & Distributors
UPS,"United Parcel Service, Inc.",Air Freight & Logistics
URI,"United Rentals, Inc.",Trading Companies & Distributors
USAE,US Aerospace Inc,Aerospace & Defense
USAK,"USA Truck, Inc.",Road & Rail
USDF,Us-Dadi Fertilizer Industry Intl Inc,Trading Companies & Distributors
USEI,US Energy Initiatives Corp Inc,Machinery
USG,USG Corporation,Building Products
USRI,USA Recycling Industries Inc,Commercial Services & Supplies
UTX,United Technologies Corporation,Aerospace & Defense
VALV,Shengkai Innovations Inc,Machinery
VEC,Vectrus Inc,Aerospace & Defense
VEND,Generation Next Franchise Brands Inc,Trading Companies & Distributors
VICR,Vicor Corp,Electrical Equipment
VIRC,Virco Mfg. Corporation,Commercial Services & Supplies
VISI,"Volt Information Sciences, Inc.",Professional Services
VJET,Voxeljet AG (ADR),Machinery
VLNSF,VELAN INC SUB VTG SH,Machinery
VLRS,Controladora Vuela Co Avcn SA CV (ADR),Airlines
VMI,"Valmont Industries, Inc.",Construction & Engineering
VOLAF,VOLVO AB,Machinery
VRSK,"Verisk Analytics, Inc.",Professional Services
VRTV,Veritiv Corp,Trading Companies & Distributors
VSEC,VSE Corporation,Commercial Services & Supplies
VSLR,Vivint Solar Inc,Electrical Equipment
VSPC,Viaspace Inc.,Commercial Services & Supplies
VTSID,Virtra Inc,Aerospace & Defense
VUOC,Vu1 Corporation,Electrical Equipment
VVI,Viad Corp,Commercial Services & Supplies
WAB,Westinghouse Air Brake Technologies Corp,Machinery
WAGE,Wageworks Inc,Professional Services
WAIR,Wesco Aircraft Holdings Inc,Aerospace & Defense
WATT,Energous Corp,Electrical Equipment
WBC,WABCO Holdings Inc.,Machinery
WBT,Welbilt Inc,Machinery
WCC,"WESCO International, Inc.",Trading Companies & Distributors
WCN,Waste Connections Inc (USA),Commercial Services & Supplies
WERN,"Werner Enterprises, Inc.",Road & Rail
WGEI,WindGen Energy Inc,Trading Companies & Distributors
WHLM,Wilhelmina International Inc,Commercial Services & Supplies
WIRE,Encore Wire Corporation,Electrical Equipment
WJAFF,WESTJET AIRLINES LTD VAR COM VTG SHS,Airlines
WJXFF,WAJAX CORP,Trading Companies & Distributors
WLDN,"Willdan Group, Inc.",Professional Services
WLFC,Willis Lease Finance Corporation,Trading Companies & Distributors
WLKR,Walker Innovation Inc,Professional Services
WLOLQ,Winland Ocean Shipping Corp,Marine
WM,"Waste Management, Inc.",Commercial Services & Supplies
WMS,Advanced Drainage Systems Inc,Building Products
WNC,Wabash National Corporation,Machinery
WONEF,WESTERNONE INC,Construction & Engineering
WOWI,"Metro One Telecommunications, Inc",Commercial Services & Supplies
WPRT,WESTPORT FUEL SYSTEMS INC,Machinery
WPWR,Well Power Inc,Trading Companies & Distributors
WSCI,"WSI Industries, Inc.",Machinery
WSCO,Wall Street Media Co Inc,Professional Services
WSHE,E Debit Global Corp,Commercial Services & Supplies
WSO,Watsco Inc,Trading Companies & Distributors
WTS,Watts Water Technologies Inc,Machinery
WUHN,Wuhan General Group China Inc.,Machinery
WWD,Woodward Inc,Machinery
XDSL,"mPhase Technologies, Inc.",Electrical Equipment
XEBEF,XEBEC ADSORPTION INC,Machinery
XLIT,XLI Technologies Inc,Trading Companies & Distributors
XNNHQ,Xenonics Holdings Inc,Aerospace & Defense
XONE,ExOne Co,Machinery
XPO,XPO Logistics Inc,Air Freight & Logistics
XRM,"Xerium Technologies, Inc.",Machinery
XTRN,Las Vegas Railway Express Inc,Road & Rail
XYL,Xylem Inc,Machinery
YEWTF,ENVIRONMENTAL WASTE INTL,Commercial Services & Supplies
YRCW,YRC Worldwide Inc,Road & Rail
YRIV,Yangtze River Port and Logistics Ltd,Transportation Infrastructure
YRLLF,GLOBAL UAV TECHNOLOGIES LTD COM,Commercial Services & Supplies
ZNH,China Southern Airlines Co Ltd (ADR),Airlines
ZTO,ZTO Express (Cayman) Inc (ADR),Air Freight & Logistics
